,distance,height,color
260,198.2636322593416,104.84968051483357,1
261,188.8082092648196,76.41890599220899,1
262,172.41180326214572,94.25501110137213,1
263,184.7913390684517,139.9231497362857,1
264,160.58161291329927,108.45464287377207,1
265,147.70052000312168,137.111047894345,1
266,141.2281690895893,121.057706312513,1
267,146.15606671665458,102.26024505250713,1
268,109.84590538336315,156.619042501914,1
269,132.15707681382298,106.96703214412634,1
270,91.67313780411854,122.35302427995165,1
271,109.97082071700704,114.50147534107616,1
272,118.41532415910395,115.25546038150559,1
273,51.40592094842311,115.68982269785664,1
274,79.31780907406169,76.71000239978116,1
275,129.06885851861358,117.56121030209623,1
276,112.74526890985248,104.3255252149819,1
277,116.06199505714778,109.27959303445394,1
278,65.22415934615803,83.22790083434127,1
279,85.02138787650384,59.46268856009942,1
280,27.348913217706784,87.68495598381338,1
281,68.16173512445397,127.87711793110249,1
282,2.1952039900261724,77.67710380604763,1
283,74.9355684005574,126.80470614478477,1
284,31.09628084588201,78.89818913240572,1
285,60.75495155524682,137.12743120382277,1
286,17.647369590523624,123.184570094234,1
287,38.503140370824134,119.84065120837049,1
288,26.9445801014722,126.21705948986148,1
289,-28.629536328402885,154.15533768084703,1
290,9.0277218137761,118.84622942498491,1
291,24.302303925268355,124.15973776649383,1
292,28.541576743624592,87.95245482055498,1
293,19.55322539294589,108.62900196403915,1
294,-43.28971634311655,109.87684159541037,1
295,21.689206929480605,108.22364352450222,1
296,16.047016885305887,182.8474721014105,1
297,13.50623153365901,139.525913766141,1
298,29.45262483396677,158.03265487586276,1
299,35.56752696693351,92.0464560303476,1
300,-52.55153264863516,121.07170788379186,1
301,44.412079972597255,111.30580971195944,1
302,77.57621385578261,105.68211608959378,1
303,71.64105880623418,122.91422036185006,1
304,80.15950837669557,82.05902335264796,1
305,143.73550955623355,107.43211175666096,1
306,169.79128574625386,75.20219907003758,1
307,145.78306783496882,51.68870140233224,1
308,154.51761669420767,64.38283268930718,1
309,159.0443246072011,71.22252740295067,1
310,177.53869746233127,55.68181235820532,1
311,212.52253791345132,122.68921382689409,1
312,191.95646653370892,99.4771999761842,1
313,251.45347340915498,112.5654977404375,1
314,279.93109979214347,80.05506218217783,1
315,253.89364898789412,79.94325121882179,1
316,281.58628711869653,115.01863286663769,1
317,310.28694419413233,106.9707106643844,1
318,329.9552768077832,120.8506616800882,1
319,370.4969867735354,77.7336877928732,1
320,343.17995019206177,77.30433661699823,1
321,411.47511807398666,81.75510914952213,1
322,419.77472625878164,112.215379244026,1
323,387.0277177466186,67.80006583793943,1
324,392.1867433437968,52.10189901404181,1
325,454.07887479743925,84.10862914219763,1
326,471.69573287395167,122.35985937998407,1
327,446.30010337230203,74.24643228985872,1
328,498.4121589571293,78.249177376136,1
329,540.3860704472702,105.2549950325837,1
330,577.1935601616367,115.24753352374563,1
331,548.2393856737549,81.60694023757766,1
332,551.6195223561549,49.574853642923024,1
333,595.3129681477043,84.1638248287549,1
334,594.0511357585714,85.07389199216561,1
335,588.8103546972043,52.29710698733862,1
336,617.3747489743954,61.01048997412511,1
337,652.7443957404042,25.482628151863988,1
338,638.3666113064779,97.07119530077614,1
339,601.8463827667916,78.82279083940358,1
340,622.1742636443196,115.14055576524879,1
341,605.9314676894775,71.13620543311885,1
342,648.5410009617352,73.87041715196716,1
343,608.2827165897789,53.07090403022596,1
344,657.006211968466,55.51221534851914,1
345,692.7716794050873,63.98104759331051,1
346,698.5628083747258,76.44902699602676,1
347,651.0485467539307,71.07901633480924,1
348,714.7530196112165,74.24350112418011,1
349,635.5745459751422,65.35667493043968,1
350,629.9295708836397,53.172467813005476,1
351,659.7432997867417,75.03486320594311,1
352,658.7853691728293,60.591926513352966,1
353,704.3318231134201,56.59784115286067,1
354,648.2126713377753,40.92841853864997,1
355,685.1552834724329,34.47810836030186,1
356,670.9593606870968,38.914184434963545,1
357,622.0590734674097,49.347042550364,1
358,666.1322022678092,9.794395945805263,1
359,644.2975290514207,24.403113718011866,1
360,659.9093165187161,31.30031132808023,1
361,682.1207361616763,31.50650301219815,1
362,666.4468035636869,42.574426979839295,1
363,678.6945981293244,21.836654278606318,1
364,671.6553536389864,99.75924720793398,1
365,686.3153669223888,27.82365064832823,1
366,660.5062259582511,30.93931291422672,1
367,652.2263971365071,31.69198111392029,1
368,610.9073283720224,13.18634076745002,1
369,630.0774355149148,24.89518393888341,1
370,610.9572372183549,-6.162367487525103,1
371,600.8680412953131,25.858393441391343,1
372,547.8315957887843,1.83539521549676,1
373,507.0280335884749,12.960029613150823,1
374,551.8617458539713,3.6597146837434025,1
375,572.1912706807702,21.93165423063988,1
376,525.6374492189781,4.5339708637596345,1
377,517.3309435589543,8.514837180351549,1
378,524.6592855194011,4.542131487464701,1
379,513.0207420237126,-11.931792820709006,1
380,497.1495950645366,43.39076265810206,1
381,530.0765126859286,4.431460495528255,1
382,510.72224023406267,13.40867600470284,1
383,475.50218828201673,13.85655935871921,1
384,526.0932645647379,-4.0301387186493125,1
385,491.35685025643164,8.03144923148983,1
386,505.41809560006925,38.24245038286506,1
387,515.1366461360458,17.12653835207516,1
388,440.780448998386,28.2646227811008,1
389,456.2467227787452,5.198293675495449,1
390,434.4310701080986,-4.772264849910356,1
391,379.883314056411,53.4782984409448,1
392,416.92569674648286,16.168710183637472,1
393,393.5975459482804,-4.313302389793023,1
394,327.25396433304377,57.53130186817481,1
395,348.82677100483846,51.835413919047035,1
396,373.0264979076778,58.28453957315031,1
397,332.58695153953295,51.5995356396935,1
398,358.93032575417465,16.578471374354194,1
399,309.3905110832341,34.48038195327314,1
400,327.827860469867,38.606319415954495,1
401,274.9458179619064,88.21407680265685,1
402,298.22855099798784,49.334049636656225,1
403,321.4012706178638,126.50792822590336,1
404,321.94968389907126,88.5479051848478,1
405,280.2088768586947,40.97746771927302,1
406,274.72432147967896,33.98433360661488,1
407,308.19056971154515,19.02952317352168,1
408,246.81978937415315,49.22617148110999,1
409,241.52622306400104,106.02431363743908,1
410,208.37951170560203,87.14127472475235,1
411,118.04332856323231,58.35076926479962,1
412,194.0112739578014,65.90254344848915,1
413,167.67582684575711,86.63279326020155,1
414,148.46852590295882,29.18573781888813,1
415,159.4586508242913,35.41960594167358,1
416,176.35306646014217,82.17389548367078,1
417,165.8861589544841,38.397842987526026,1
418,144.98054375090146,12.061481550756296,1
419,133.26203140148849,93.23189863493252,1
420,152.44747258151784,48.71543829636352,1
421,137.90665314601765,51.02513782871546,1
422,121.30090712441867,110.90167116771471,1
423,92.25005082941908,18.043670013158764,1
424,129.13513491953552,35.38389119168261,1
425,87.3944793332785,67.34904173067599,1
426,69.74637769769777,84.59007424624332,1
427,77.19761971590881,15.872051975795387,1
428,101.71300813549783,80.31814405996569,1
429,78.10572072263959,33.51830139365592,1
430,103.50317533517006,55.152143059243144,1
431,48.52686251202218,45.72837052265936,1
432,78.37686331029762,39.32214403814521,1
433,45.71524517208826,9.768905443389938,1
434,60.29723891783772,0.20675908815206867,1
435,58.923533495267094,31.283720553475572,1
436,18.304840009035328,31.120921083373677,1
437,72.84702029819223,23.325422161505003,1
438,63.52487721189272,37.16168489052581,1
439,92.38700466839157,35.746760920416705,1
440,53.81520014972239,55.299955724969216,1
441,44.40900235809914,62.370385336280954,1
442,47.30677152522796,9.107944580562387,1
443,46.059067622796185,10.002237978300002,1
444,32.799507171606486,30.16011557537564,1
445,56.11139005610864,21.53705860791956,1
446,62.87641787140087,26.56882451369381,1
447,99.14837785461823,-31.432708297834782,1
448,114.03775451186866,31.645095676790792,1
449,70.06607249735066,-31.77152696356939,1
450,90.96627864432604,65.06857124157477,1
451,114.91036065515765,70.08663283453654,1
452,110.67507822085182,27.62170029654039,1
453,192.67320275264112,34.16800700268965,1
454,190.67193571249362,54.185628566215655,1
455,219.96612498644532,73.35971699143231,1
456,256.97781672163717,64.02107628407164,1
457,287.8233107905004,78.10912195245521,1
458,250.5614150722171,70.05865582440504,1
459,301.73005543181733,28.279956174898416,1
460,270.6977296379026,62.39477678159852,1
461,305.97673836157367,75.55912807732392,1
462,276.7305964389333,85.89846889607395,1
463,276.68836871718264,108.69531640134414,1
464,243.79119812150762,34.77698773034035,1
465,278.2092262036039,65.58264660833134,1
466,257.64226444240035,75.62210110003622,1
467,325.7163379962836,77.02204033330327,1
468,323.3906823009038,68.179921173504,1
469,297.8023777909052,84.86358227521697,1
470,304.82373336801163,41.72607321213246,1
471,321.5343459780824,80.58208003234165,1
472,360.08939849263214,56.25557507560678,1
473,329.2198889572339,49.02021456367305,1
474,377.95821828405406,33.201955231309235,1
475,434.5945477466404,8.569251251928279,1
476,379.6849805566507,72.02622359338699,1
477,407.19272029048483,32.528213742507944,1
478,404.3722540536352,45.92393077916722,1
479,455.2727426055967,65.05584050015705,1
480,474.464227479026,60.683244726656646,1
481,496.76478653052175,69.37082092707402,1
482,482.4905080526367,2.798614392195475,1
483,508.7327234473957,29.66749175411502,1
484,541.4623545625136,27.612688717738195,1
485,480.87690725892736,71.65989110595353,1
486,587.1090026341055,69.54437072631583,1
487,557.9872368799153,71.10644103311336,1
488,544.8290377534219,66.2973247804162,1
489,571.8948976723253,78.55663610385164,1
490,556.0321004305544,79.59330393745357,1
491,571.4605913328309,57.44269859870133,1
492,590.7937989445948,58.005480757259086,1
493,551.8061855185214,49.84448669419425,1
494,606.6678781986838,63.5848129143227,1
495,615.4096898673879,119.23177784958034,1
496,631.6033175762426,57.002724008574425,1
497,594.2592091478509,46.50150283673776,1
498,587.2427018482115,99.2409080974765,1
499,598.8889957251512,22.241772887215234,1
500,623.7612424812298,96.55090263753463,1
501,604.9032247863976,46.222474267461784,1
502,626.8649131430548,33.12645239196826,1
503,670.6884903558806,34.986205627946894,1
504,615.1282464431664,74.97029767164236,1
505,610.3312893263047,69.84350788831273,1
506,587.0369130795676,4.2798640458779005,1
507,699.3734924892279,95.35535273967251,1
508,711.016532528576,3.2980229653494466,1
509,667.5104248118247,14.411103167583576,1
510,693.8501812138225,11.796548771885512,1
511,687.3120952797408,27.47539385036839,1
512,743.3919306125115,21.75343494821681,1
513,689.3120236618863,29.561190165057386,1
514,732.6472570544946,90.8664899792152,1
515,711.8431311948056,54.11441388456251,1
516,733.0298338038374,91.25170270134315,1
517,721.6611687896086,119.1707567123273,1
518,704.9575694312751,95.98532281763357,1
519,735.3631419728506,133.72062241377552,1
520,60.32742576296264,307.69170763248735,1
521,11.047290844511085,195.41469513741646,1
522,22.356715154328636,287.7694313936587,1
523,36.56591370395515,285.8774789893816,1
524,46.637252498617684,281.6996626648655,1
525,63.646822709578345,272.66006492421343,1
526,54.81771877519102,281.39279938788184,1
527,64.36843737207326,259.25729507999904,1
528,71.5681605458778,311.552336614546,1
529,97.12198013648295,225.54999168257228,1
530,161.4438906207335,261.4836685127142,1
531,56.07782670107886,273.95487382344027,1
532,51.80347281131233,273.1407692232193,1
533,113.0616094066197,259.35087296552183,1
534,86.01539904050402,225.04543017482143,1
535,93.36644122864566,228.49248293380043,1
536,109.22357923297379,319.7796727524838,1
537,132.64453759597436,269.9694695982564,1
538,112.24910730470577,257.5511880434959,1
539,121.7992063049246,254.80167242091994,1
540,133.67249863777522,246.57008555869666,1
541,167.30738001163633,250.26937127231568,1
542,174.948705502524,196.8308128761549,1
543,203.24830951939012,246.02132036832973,1
544,226.64063374677534,299.5123867349091,1
545,235.53585025969826,256.66229750208754,1
546,266.80679992465747,273.0824303328635,1
547,259.3781386564333,267.3669990123101,1
548,279.5384056241092,284.83947009238744,1
549,301.7713997246406,268.0725682130971,1
550,356.2233942675007,284.3690258220318,1
551,319.558287624259,278.2489617715528,1
552,406.08988590494056,223.12710209514745,1
553,370.5650324136638,298.9362607340729,1
554,431.1300144812793,272.5950976955908,1
555,401.5131148481849,229.55863952325282,1
556,422.70258300670287,244.32706733945344,1
557,434.4388540824637,243.2371423228793,1
558,425.1663391201009,238.88318355810088,1
559,434.0553060256038,227.4187624996684,1
560,421.1040123601071,219.15483915676816,1
561,481.8250451111697,201.98475177258322,1
562,448.6150724319733,193.23694115936024,1
563,542.6848132410945,189.5715623665281,1
564,551.1764817818039,241.8643982611929,1
565,528.18835585023,155.43909282050424,1
566,573.9784023204281,224.3705704546299,1
567,532.776428956998,203.11595761490003,1
568,593.8331189583953,229.7274414056271,1
569,566.422271878636,252.53225985455384,1
570,567.2650068315806,240.69294195713195,1
571,566.6039426931468,277.79965939251963,1
572,582.5709713344553,247.5896418211346,1
573,612.9722481009388,247.4524388960604,1
574,629.4629062823411,238.5892107375222,1
575,652.0583029593523,258.2109603272568,1
576,647.8557289698317,282.13192649831797,1
577,632.7749984644715,269.77782166363795,1
578,648.9676427894796,267.32367419705884,1
579,685.6084954037104,229.03186372692105,1
580,627.3079335423843,260.66356901445545,1
581,641.8443365497244,265.6022365203083,1
582,676.1864440989783,261.2132570997535,1
583,709.8349686581987,295.00289825928564,1
584,655.2269146322611,206.06155349293937,1
585,706.6981146902673,313.80586038503134,1
586,676.0202745533518,271.4420013786803,1
587,680.3252674156207,238.37157450533059,1
588,676.0548523255201,245.857773964896,1
589,641.0256418017233,238.43872802119512,1
590,726.5309066041387,252.32563271077308,1
591,709.7086722293334,211.2348969851772,1
592,675.5076617265553,216.50610277049512,1
593,673.4282538700494,224.50536081633172,1
594,692.7013812440298,209.74953947153324,1
595,707.069334019922,290.8231402752616,1
596,683.0941805139968,233.30219545024516,1
597,644.4101730675552,229.18936694500397,1
598,611.3286136061754,238.5941209248449,1
599,582.7970858801422,274.6485971567555,1
600,483.17747435570516,262.407864186194,1
601,516.468536704703,217.7645276466629,1
602,504.61106447509536,265.530898794461,1
603,516.5006486975809,317.1794414816992,1
604,469.7513764947608,232.3237979492931,1
605,498.1965536215742,195.07854431992942,1
606,464.8942726749687,232.22568401596826,1
607,470.85131951531264,275.84660857561903,1
608,507.1283497283194,261.0570008655521,1
609,467.56160439455186,245.39839730517068,1
610,461.5405844902168,274.7238423265974,1
611,406.27273280246146,235.01483394834432,1
612,407.76665471600893,221.2755602123682,1
613,410.84850266436393,228.34653716419152,1
614,390.8920616900218,237.56704869161152,1
615,388.2344369815405,284.75627421472745,1
616,355.14273355867704,223.04437193023625,1
617,354.7616224703599,235.00066770936485,1
618,367.23893288809137,275.5951410028948,1
619,329.7932611489398,261.7570574467016,1
620,313.700561737263,159.38610232898102,1
621,314.661027739463,226.15630087377247,1
622,286.54829301249384,255.49629830421048,1
623,272.85471647470956,305.08273301962504,1
624,291.67234318887324,281.5948103072876,1
625,285.1316329096711,251.19535880107762,1
626,252.03011062445717,292.3100529843547,1
627,233.95161771316216,203.34263077009476,1
628,209.0088958350708,243.50004644923197,1
629,176.55232209306573,296.01535394430306,1
630,148.17006193552803,281.0299847114513,1
631,167.0621031769941,239.69385443425102,1
632,129.8090525328665,225.04919594535258,1
633,64.81470618752999,248.2050192479792,1
634,67.88075752738564,271.55036101073534,1
635,105.3514127642086,239.56533363400945,1
636,61.726171671568956,291.62942386623286,1
637,61.119141723021094,226.23776832204368,1
638,84.52800107451395,214.5299167314662,1
639,48.33152069166006,214.97575705300773,1
640,58.11500931982493,258.09458563821386,1
641,51.710369007725475,246.4265017191193,1
642,3.6372306718477465,239.0156665806161,1
643,33.03895539265646,236.46337695271325,1
644,38.15044611613132,286.7814603865392,1
645,62.02859578193893,263.13001797895924,1
646,17.809973055330218,254.809894084636,1
647,46.63582664771244,267.6798410329752,1
648,48.32727873323874,223.97566889056142,1
649,47.38691620020962,219.00666577920845,1
650,39.24454755323303,209.27480162437698,1
651,31.26505863491878,190.06906024537975,1
652,25.05561923253569,186.18553694650944,1
653,32.150542633638025,105.09570918635558,1
654,42.575564411548854,126.60863966963863,1
655,67.30331954033606,149.62487329442718,1
656,115.34967437905829,120.79578117894181,1
657,78.60659013593224,105.38649742636238,1
658,135.31808139847678,52.650537289129325,1
659,75.93368259259609,121.56423292797342,1
660,166.24562734042274,72.04601864563796,1
661,179.0322633114772,52.48244782911894,1
662,198.57949996999244,73.3183797103477,1
663,222.2168129034744,23.048322470151906,1
664,181.9697106328909,55.52700335507041,1
665,245.6265625310302,53.105155342505725,1
666,273.1405226438336,77.53496981285934,1
667,202.0762485200795,44.1141288346235,1
668,288.3940419606965,39.44737700418483,1
669,256.3998114907711,40.6665299866836,1
670,246.66119589814673,49.73734644017935,1
671,311.80238583916923,79.46335873310647,1
672,298.63442960747903,3.373381590650922,1
673,326.71924817180013,19.89683382658268,1
674,322.13742922465815,32.38738474609397,1
675,287.54394729682946,19.342815255674452,1
676,328.0756454147581,52.655407547207574,1
677,315.30644253191286,32.812685102153296,1
678,291.8956388155494,-8.255714164102756,1
679,321.15485025534844,3.02447594585459,1
680,302.6088320048479,-14.082764183207814,1
681,303.70192398559215,32.0037750663592,1
682,272.0585304758139,12.418240228164509,1
683,280.03595430773794,44.876879446048406,1
684,313.41821445621554,15.327664640438115,1
685,255.70463717174138,27.358220715724144,1
686,272.2158908493613,42.03590378122823,1
687,302.32834554489415,15.333728100965288,1
688,251.05191597568816,-8.199151347558768,1
689,240.3933905337529,47.9998671527668,1
690,179.59382595366432,12.124569480492651,1
691,223.3504624636248,1.2447051829871612,1
692,198.8684658061213,-0.2918365484699166,1
693,176.92603915032123,34.49505139235504,1
694,182.4174352929754,14.434891223929187,1
695,180.62046758758132,37.18976205590627,1
696,189.86551732332143,61.44833700927581,1
697,185.45965539860256,-13.199638990831774,1
698,167.3370101189291,-55.58397460730487,1
699,125.13086206210072,-16.525208659153463,1
