x,y,z
614.4844704119882,162.8324111882564,b
594.6652504558105,163.7392537775968,b
572.6323344960991,200.29397394314162,b
623.2912220901002,129.86006666952443,b
642.9886753429269,141.85835328848913,b
617.0621772100214,111.0998295827319,b
654.9923931189662,98.85591814417103,b
645.6906805999564,149.99565742666266,b
638.1604190679608,165.09073772715982,b
631.2326143354746,128.02823834047763,b
655.5246214150918,168.95768123088385,b
687.2745207901705,101.2455642601625,b
703.4112923679888,156.3918581874318,b
634.4594454063069,140.7785766255774,b
653.9202808000558,100.16233281230319,b
667.9337877504829,107.18689732566321,b
683.6113309974554,130.70535178711742,b
658.597881894164,139.6212315603447,b
708.2247912776386,124.46843822458669,b
684.1803154124636,148.98351228805024,b
702.376065847502,140.47612552378496,b
706.9797148031431,122.47707937456687,b
711.1008896570452,171.23554280302704,b
643.1260480659927,185.53685888408512,b
681.6345854552162,144.7660239384141,b
708.7794444588203,131.93640840386314,b
691.6496340256781,148.9835734134934,b
699.3141484231027,155.69916404160807,b
682.158056031481,135.8693912323502,b
629.7233714096039,127.00415475036488,b
705.8217429306194,156.1503449072918,b
715.5434725391278,106.58272644485879,b
648.8790089963878,76.54710083280389,b
700.8538822027683,128.19630228447448,b
661.5014502838987,85.57808134869282,b
634.8923859706823,58.55215082366402,b
679.7354316599735,84.07376554319006,b
552.6883116396958,84.01936568764614,b
558.3099958723819,107.63545032174483,b
522.3607158017187,89.87420625790418,b
580.5666423072965,92.11737285935902,b
521.0751083830148,65.91456675741142,b
517.9212776823276,104.68110210213354,b
542.331316717189,50.25798093749211,b
486.03163717099693,66.89355671114754,b
441.18926003296076,62.99235469576985,b
442.24482586566216,93.67993401307183,b
415.4351545288354,63.057637050662834,b
398.6595343413788,107.91587750191297,b
418.8385950075571,44.06519370536881,b
434.7971918838015,83.32041532032508,b
423.18166834729567,73.94519209816366,b
382.0016001771856,115.37334267666807,b
348.162658893438,79.07135250336114,b
348.66586165911116,119.954214228193,b
361.76367534316387,93.52614201045373,b
321.29727531587406,126.52643175187404,b
313.17218539168886,92.0463043254934,b
303.787573106914,86.8589460302826,b
257.944864503775,92.78527207038724,b
231.12312426024974,114.83088863002314,b
269.7084358201858,121.07724647751104,b
192.0247343772644,127.01197483397095,b
270.0725285440045,92.72425531321835,b
195.2320815744531,97.9318973802475,b
179.51750615611536,67.06664310733629,b
198.26363225934156,104.84968051483355,b
188.80820926481962,76.41890599220898,b
172.41180326214572,94.25501110137213,b
184.7913390684517,139.92314973628567,b
160.58161291329927,108.45464287377206,b
147.7005200031217,137.111047894345,b
141.22816908958933,121.057706312513,b
146.15606671665455,102.26024505250712,b
109.84590538336317,156.619042501914,b
132.15707681382298,106.96703214412634,b
91.67313780411854,122.35302427995163,b
109.97082071700703,114.50147534107617,b
118.41532415910396,115.2554603815056,b
51.40592094842311,115.68982269785664,b
79.31780907406169,76.71000239978116,b
129.0688585186136,117.56121030209624,b
112.74526890985247,104.3255252149819,b
116.06199505714778,109.27959303445397,b
65.22415934615803,83.22790083434126,b
85.02138787650384,59.46268856009942,b
27.348913217706784,87.68495598381338,b
68.16173512445398,127.87711793110248,b
2.1952039900261724,77.67710380604763,b
74.93556840055741,126.80470614478475,b
31.096280845882013,78.89818913240572,b
60.75495155524682,137.12743120382277,b
17.647369590523624,123.184570094234,b
38.503140370824134,119.8406512083705,b
26.9445801014722,126.21705948986147,b
-28.629536328402885,154.15533768084703,b
9.0277218137761,118.84622942498493,b
24.302303925268355,124.15973776649383,b
28.54157674362459,87.95245482055498,b
19.55322539294589,108.62900196403916,b
-43.28971634311655,109.87684159541038,b
21.689206929480605,108.22364352450222,b
16.047016885305887,182.84747210141046,b
13.50623153365901,139.525913766141,b
29.452624833966773,158.03265487586276,b
35.56752696693351,92.0464560303476,b
-52.55153264863516,121.07170788379187,b
44.412079972597255,111.30580971195945,b
77.57621385578261,105.68211608959376,b
71.64105880623418,122.91422036185003,b
80.15950837669558,82.05902335264796,b
143.73550955623352,107.43211175666096,b
169.79128574625386,75.20219907003758,b
145.7830678349688,51.68870140233224,b
154.5176166942077,64.38283268930718,b
159.04432460720108,71.22252740295067,b
177.53869746233127,55.68181235820532,b
212.52253791345134,122.6892138268941,b
191.95646653370895,99.47719997618418,b
251.45347340915498,112.56549774043748,b
279.93109979214347,80.05506218217783,b
253.89364898789415,79.94325121882179,b
281.5862871186965,115.01863286663769,b
310.2869441941323,106.9707106643844,b
329.95527680778315,120.8506616800882,b
370.4969867735354,77.73368779287318,b
343.17995019206177,77.30433661699823,b
411.4751180739867,81.75510914952213,b
419.7747262587816,112.215379244026,b
387.02771774661863,67.80006583793943,b
392.1867433437968,52.101899014041805,b
454.07887479743925,84.10862914219763,b
471.69573287395156,122.35985937998407,b
446.30010337230203,74.24643228985872,b
498.41215895712924,78.249177376136,b
540.3860704472702,105.25499503258368,b
577.1935601616367,115.24753352374563,b
548.2393856737549,81.60694023757765,b
551.6195223561549,49.57485364292302,b
595.3129681477042,84.16382482875491,b
594.0511357585714,85.07389199216561,b
588.8103546972043,52.29710698733862,b
617.3747489743954,61.01048997412511,b
652.7443957404043,25.48262815186399,b
638.3666113064779,97.07119530077614,b
601.8463827667916,78.82279083940358,b
622.1742636443195,115.14055576524879,b
605.9314676894775,71.13620543311885,b
648.5410009617353,73.87041715196716,b
608.2827165897789,53.07090403022596,b
657.006211968466,55.512215348519135,b
692.7716794050873,63.98104759331051,b
698.5628083747258,76.44902699602676,b
651.0485467539307,71.07901633480924,b
714.7530196112164,74.24350112418011,b
635.5745459751423,65.35667493043968,b
629.9295708836397,53.17246781300548,b
659.7432997867418,75.03486320594311,b
658.7853691728293,60.59192651335297,b
704.3318231134201,56.59784115286067,b
648.2126713377754,40.928418538649964,b
685.1552834724329,34.47810836030186,b
670.9593606870969,38.914184434963545,b
622.0590734674097,49.347042550363994,b
666.1322022678092,9.794395945805263,b
644.2975290514207,24.403113718011866,b
659.9093165187161,31.300311328080227,b
682.1207361616762,31.506503012198152,b
666.4468035636869,42.5744269798393,b
678.6945981293244,21.836654278606318,b
671.6553536389864,99.75924720793398,b
686.3153669223888,27.823650648328226,b
660.506225958251,30.93931291422672,b
652.2263971365071,31.691981113920292,b
610.9073283720224,13.18634076745002,b
630.0774355149148,24.895183938883406,b
610.9572372183549,-6.162367487525103,b
600.8680412953131,25.858393441391343,b
547.8315957887843,1.83539521549676,b
507.0280335884749,12.960029613150823,b
551.8617458539713,3.6597146837434025,b
572.1912706807702,21.93165423063988,b
525.6374492189781,4.5339708637596345,b
517.3309435589543,8.514837180351549,b
524.6592855194012,4.542131487464701,b
513.0207420237126,-11.931792820709006,b
497.14959506453664,43.39076265810206,b
530.0765126859286,4.431460495528256,b
510.72224023406267,13.40867600470284,b
475.50218828201673,13.85655935871921,b
526.0932645647379,-4.030138718649312,b
491.35685025643164,8.03144923148983,b
505.4180956000693,38.24245038286506,b
515.1366461360459,17.12653835207516,b
440.78044899838596,28.264622781100798,b
456.24672277874515,5.198293675495449,b
434.43107010809865,-4.772264849910357,b
379.883314056411,53.4782984409448,b
416.9256967464828,16.168710183637472,b
393.5975459482804,-4.313302389793023,b
327.25396433304377,57.53130186817481,b
348.82677100483846,51.83541391904703,b
373.0264979076779,58.28453957315031,b
332.58695153953295,51.5995356396935,b
358.9303257541747,16.578471374354194,b
309.3905110832341,34.48038195327314,b
327.827860469867,38.60631941595449,b
274.9458179619064,88.21407680265685,b
298.22855099798784,49.33404963665623,b
321.4012706178638,126.50792822590336,b
321.94968389907126,88.54790518484782,b
280.2088768586947,40.97746771927302,b
274.72432147967896,33.98433360661488,b
308.1905697115451,19.02952317352168,b
246.81978937415312,49.226171481109986,b
241.52622306400104,106.02431363743909,b
208.37951170560203,87.14127472475235,b
118.04332856323231,58.350769264799624,b
194.0112739578014,65.90254344848915,b
167.67582684575714,86.63279326020154,b
148.4685259029588,29.18573781888813,b
159.4586508242913,35.41960594167358,b
176.3530664601422,82.17389548367078,b
165.88615895448407,38.39784298752602,b
144.98054375090146,12.061481550756298,b
133.2620314014885,93.23189863493252,b
152.44747258151784,48.715438296363516,b
137.90665314601765,51.02513782871546,b
121.30090712441867,110.90167116771471,b
92.25005082941907,18.04367001315876,b
129.13513491953552,35.38389119168261,b
87.3944793332785,67.34904173067599,b
69.74637769769777,84.59007424624332,b
77.19761971590881,15.872051975795387,b
101.71300813549783,80.31814405996568,b
78.10572072263959,33.51830139365592,b
103.50317533517006,55.152143059243144,b
48.52686251202218,45.72837052265936,b
78.37686331029762,39.32214403814521,b
45.71524517208826,9.76890544338994,b
60.29723891783772,0.20675908815206867,b
58.92353349526709,31.283720553475575,b
18.304840009035328,31.120921083373673,b
72.84702029819223,23.325422161505003,b
63.524877211892715,37.161684890525805,b
92.38700466839157,35.746760920416705,b
53.8152001497224,55.29995572496921,b
44.409002358099144,62.37038533628095,b
47.30677152522796,9.107944580562389,b
46.05906762279618,10.002237978300002,b
32.799507171606486,30.16011557537564,b
56.111390056108625,21.537058607919562,b
62.87641787140087,26.568824513693812,b
99.14837785461822,-31.43270829783478,b
114.03775451186863,31.64509567679079,b
70.06607249735066,-31.771526963569386,b
90.96627864432605,65.06857124157477,b
114.91036065515763,70.08663283453654,b
110.67507822085182,27.621700296540382,b
192.6732027526411,34.16800700268965,b
190.67193571249365,54.185628566215655,b
219.9661249864453,73.35971699143232,b
256.97781672163717,64.02107628407163,b
287.82331079050033,78.10912195245521,b
250.56141507221707,70.05865582440504,b
301.7300554318174,28.279956174898416,b
270.6977296379026,62.39477678159852,b
305.97673836157367,75.55912807732392,b
276.73059643893333,85.89846889607395,b
276.68836871718264,108.69531640134414,b
243.79119812150756,34.77698773034035,b
278.2092262036039,65.58264660833134,b
257.64226444240035,75.62210110003622,b
325.7163379962836,77.02204033330327,b
323.39068230090385,68.179921173504,b
297.80237779090515,84.86358227521697,b
304.82373336801163,41.72607321213246,b
321.53434597808234,80.58208003234165,b
360.0893984926321,56.25557507560677,b
329.2198889572339,49.02021456367305,b
377.95821828405406,33.20195523130923,b
434.5945477466404,8.569251251928279,b
379.6849805566507,72.02622359338699,b
407.1927202904849,32.528213742507944,b
404.37225405363523,45.92393077916722,b
455.2727426055967,65.05584050015705,b
474.464227479026,60.68324472665665,b
496.76478653052175,69.37082092707402,b
482.4905080526367,2.798614392195475,b
508.7327234473957,29.66749175411502,b
541.4623545625136,27.612688717738195,b
480.87690725892736,71.65989110595353,b
587.1090026341055,69.54437072631583,b
557.9872368799153,71.10644103311336,b
544.8290377534219,66.2973247804162,b
571.8948976723254,78.55663610385164,b
556.0321004305544,79.59330393745358,b
571.4605913328309,57.44269859870133,b
590.7937989445948,58.00548075725908,b
551.8061855185214,49.844486694194245,b
606.6678781986838,63.5848129143227,b
615.4096898673879,119.23177784958034,b
631.6033175762426,57.00272400857443,b
594.2592091478509,46.50150283673776,b
587.2427018482115,99.2409080974765,b
598.8889957251512,22.241772887215234,b
623.7612424812298,96.55090263753465,b
604.9032247863976,46.22247426746179,b
626.8649131430548,33.12645239196826,b
670.6884903558806,34.9862056279469,b
615.1282464431664,74.97029767164236,b
610.3312893263047,69.84350788831273,b
587.0369130795676,4.2798640458779005,b
699.3734924892279,95.35535273967253,b
711.0165325285761,3.298022965349446,b
667.5104248118248,14.411103167583576,b
693.8501812138225,11.796548771885512,b
687.3120952797407,27.47539385036839,b
743.3919306125115,21.753434948216807,b
689.3120236618862,29.561190165057383,b
732.6472570544946,90.8664899792152,b
711.8431311948056,54.11441388456251,b
733.0298338038374,91.25170270134316,b
721.6611687896086,119.17075671232732,b
704.9575694312751,95.98532281763357,b
735.3631419728506,133.72062241377552,b
60.32742576296263,307.6917076324874,b
11.047290844511085,195.41469513741646,b
22.356715154328633,287.7694313936587,b
36.56591370395515,285.87747898938153,b
46.63725249861769,281.6996626648655,b
63.64682270957834,272.66006492421343,b
54.81771877519102,281.39279938788184,b
64.36843737207326,259.25729507999904,b
71.5681605458778,311.552336614546,b
97.12198013648297,225.54999168257228,b
161.4438906207335,261.4836685127142,b
56.077826701078855,273.95487382344027,b
51.80347281131233,273.1407692232193,b
113.0616094066197,259.35087296552183,b
86.01539904050401,225.04543017482143,b
93.36644122864563,228.49248293380043,b
109.22357923297378,319.77967275248386,b
132.64453759597438,269.9694695982564,b
112.24910730470576,257.5511880434959,b
121.7992063049246,254.80167242091994,b
133.67249863777525,246.5700855586967,b
167.3073800116363,250.2693712723157,b
174.948705502524,196.83081287615494,b
203.2483095193901,246.02132036832975,b
226.64063374677534,299.5123867349091,b
235.53585025969826,256.66229750208754,b
266.80679992465747,273.0824303328635,b
259.3781386564333,267.3669990123101,b
279.5384056241092,284.83947009238744,b
301.7713997246406,268.0725682130971,b
356.2233942675007,284.36902582203186,b
319.558287624259,278.2489617715528,b
406.08988590494056,223.12710209514745,b
370.5650324136638,298.9362607340729,b
431.1300144812793,272.59509769559077,b
401.5131148481849,229.55863952325285,b
422.70258300670287,244.32706733945346,b
434.4388540824637,243.23714232287927,b
425.16633912010093,238.88318355810094,b
434.05530602560384,227.4187624996684,b
421.10401236010705,219.15483915676816,b
481.8250451111697,201.98475177258325,b
448.6150724319734,193.23694115936024,b
542.6848132410945,189.5715623665281,b
551.1764817818039,241.8643982611929,b
528.18835585023,155.43909282050424,b
573.9784023204281,224.3705704546299,b
532.776428956998,203.11595761490003,b
593.8331189583952,229.72744140562708,b
566.422271878636,252.53225985455384,b
567.2650068315806,240.69294195713195,b
566.6039426931468,277.79965939251963,b
582.5709713344554,247.5896418211346,b
612.9722481009389,247.45243889606039,b
629.4629062823411,238.5892107375222,b
652.0583029593523,258.21096032725677,b
647.8557289698317,282.131926498318,b
632.7749984644715,269.77782166363795,b
648.9676427894796,267.32367419705884,b
685.6084954037105,229.03186372692102,b
627.3079335423843,260.66356901445545,b
641.8443365497244,265.6022365203083,b
676.1864440989782,261.2132570997535,b
709.8349686581986,295.00289825928564,b
655.2269146322611,206.06155349293937,b
706.6981146902674,313.8058603850313,b
676.0202745533517,271.44200137868023,b
680.3252674156207,238.3715745053306,b
676.05485232552,245.85777396489598,b
641.0256418017233,238.43872802119512,b
726.5309066041387,252.3256327107731,b
709.7086722293334,211.23489698517722,b
675.5076617265553,216.5061027704951,b
673.4282538700494,224.50536081633174,b
692.7013812440299,209.74953947153324,b
707.069334019922,290.8231402752616,b
683.0941805139967,233.30219545024516,b
644.4101730675553,229.18936694500394,b
611.3286136061754,238.5941209248449,b
582.7970858801422,274.6485971567555,b
483.17747435570516,262.407864186194,b
516.468536704703,217.76452764666294,b
504.6110644750954,265.53089879446105,b
516.5006486975809,317.17944148169914,b
469.7513764947608,232.32379794929307,b
498.1965536215742,195.07854431992945,b
464.89427267496865,232.22568401596823,b
470.8513195153127,275.846608575619,b
507.12834972831934,261.0570008655521,b
467.5616043945519,245.3983973051707,b
461.54058449021676,274.7238423265974,b
406.2727328024615,235.0148339483443,b
407.7666547160089,221.2755602123682,b
410.84850266436393,228.3465371641915,b
390.8920616900218,237.5670486916115,b
388.23443698154057,284.75627421472745,b
355.14273355867704,223.04437193023625,b
354.7616224703599,235.00066770936485,b
367.2389328880914,275.5951410028948,b
329.7932611489398,261.75705744670165,b
313.700561737263,159.38610232898105,b
314.661027739463,226.15630087377252,b
286.54829301249384,255.49629830421046,b
272.8547164747096,305.082733019625,b
291.67234318887324,281.5948103072876,b
285.1316329096711,251.19535880107765,b
252.03011062445722,292.3100529843547,b
233.95161771316216,203.34263077009473,b
209.0088958350708,243.500046449232,b
176.55232209306573,296.01535394430306,b
148.17006193552803,281.02998471145133,b
167.06210317699407,239.69385443425102,b
129.80905253286653,225.0491959453526,b
64.81470618752999,248.2050192479792,b
67.88075752738563,271.5503610107353,b
105.35141276420859,239.56533363400945,b
61.72617167156896,291.6294238662329,b
61.1191417230211,226.23776832204368,b
84.52800107451395,214.5299167314662,b
48.33152069166006,214.97575705300773,b
58.11500931982492,258.09458563821386,b
51.71036900772548,246.42650171911933,b
3.637230671847746,239.01566658061608,b
33.03895539265646,236.46337695271325,b
38.15044611613132,286.78146038653915,b
62.02859578193893,263.13001797895924,b
17.809973055330218,254.809894084636,b
46.635826647712435,267.6798410329752,b
48.327278733238735,223.9756688905614,b
47.38691620020962,219.00666577920845,b
39.24454755323304,209.274801624377,b
31.26505863491878,190.06906024537977,b
25.05561923253569,186.18553694650944,b
32.150542633638025,105.09570918635558,b
42.575564411548854,126.60863966963865,b
67.30331954033606,149.62487329442718,b
115.34967437905829,120.79578117894181,b
78.60659013593224,105.38649742636238,b
135.31808139847675,52.65053728912932,b
75.93368259259609,121.56423292797342,b
166.24562734042274,72.04601864563796,b
179.03226331147718,52.48244782911894,b
198.57949996999244,73.3183797103477,b
222.21681290347433,23.048322470151902,b
181.96971063289087,55.527003355070406,b
245.6265625310302,53.105155342505725,b
273.1405226438336,77.53496981285934,b
202.0762485200795,44.1141288346235,b
288.3940419606965,39.44737700418483,b
256.3998114907711,40.6665299866836,b
246.66119589814673,49.73734644017935,b
311.80238583916923,79.46335873310647,b
298.63442960747903,3.373381590650922,b
326.71924817180013,19.89683382658268,b
322.13742922465815,32.38738474609397,b
287.54394729682946,19.342815255674452,b
328.0756454147581,52.655407547207574,b
315.30644253191286,32.812685102153296,b
291.8956388155494,-8.255714164102756,b
321.15485025534844,3.02447594585459,b
302.6088320048479,-14.082764183207814,b
303.70192398559215,32.003775066359196,b
272.0585304758139,12.418240228164507,b
280.03595430773794,44.876879446048406,b
313.41821445621554,15.327664640438115,b
255.70463717174138,27.358220715724144,b
272.2158908493613,42.03590378122823,b
302.3283455448941,15.333728100965288,b
251.05191597568816,-8.199151347558768,b
240.39339053375295,47.9998671527668,b
179.59382595366432,12.124569480492653,b
223.3504624636248,1.2447051829871612,b
198.86846580612132,-0.2918365484699166,b
176.92603915032126,34.49505139235504,b
182.4174352929754,14.434891223929185,b
180.6204675875813,37.18976205590627,b
189.86551732332146,61.448337009275804,b
185.45965539860256,-13.199638990831772,b
167.3370101189291,-55.58397460730487,b
125.13086206210072,-16.525208659153463,b
133.2344209054408,-9.312892640081998,b
131.58304908543082,21.59622604215059,b
176.99591425272104,32.40090411517144,b
137.78467913743904,30.22738209819346,b
95.31720683834145,-25.55230023208844,b
124.1443088040727,23.027756721197022,b
105.40435636800319,40.607073510260534,b
98.99766540130604,16.72091963807435,b
130.10732798971588,45.93432937146639,b
87.42154849483228,-21.699204064546734,b
95.13059352121417,8.937477679591098,b
69.12414140357967,10.418918627640153,b
129.21527348361442,44.096168512942086,b
60.4668465728335,0.3356520001942158,b
57.72152901155428,17.374547047121837,b
34.69729548219573,-0.0006702900930690703,b
38.58341633591245,22.43260842690131,b
37.21686677795967,40.42126603744208,b
7.019897841120734,-4.479806995571721,b
39.766126701753386,-7.3187821977363114,b
29.325271696761572,52.26877449767238,b
-1.0107011630426896,46.35123783397779,b
37.42427896309479,58.307443276434526,b
27.691413363246202,54.84672715475148,b
41.124349527358476,60.73143128710666,b
38.714148173383734,100.51123071407756,b
60.23444637196302,116.17628587603923,b
186.9870561584625,175.83590999597476,b
164.9442997176619,168.15406347915075,b
211.16056982366396,127.53485056275332,b
275.57317887466337,134.86237530812969,b
274.5470443711593,203.79929597393271,b
288.4125575407097,183.95861896170544,b
317.4769144959098,154.6234623188506,b
374.4935941598514,129.27730779578695,b
436.5777068975837,158.500395183659,b
468.53717695848815,131.46567131702795,b
527.559606011486,160.19379275911706,b
498.57016548784554,129.81843648819148,b
503.1720294831676,144.22220264101247,b
530.4838899791994,151.89420420973494,b
587.7041824357291,166.11510708459167,b
623.6481783173723,153.60033046119554,b
624.6173406210012,168.25375614895972,b
634.6902363246024,146.22908926110597,b
646.0621514876065,152.15625666192267,b
642.702819968305,145.6887246673635,b
673.9103727212163,138.63129372324238,b
675.551021414618,182.60868730754692,b
666.1318473741998,240.8500638790258,b
655.8685304080702,157.6302648269953,b
598.7549000505113,145.61490038309967,b
565.4280290901363,199.39633175400394,b
599.5082855690572,193.39555666738858,b
484.28191202081985,267.4325499679455,b
492.609446098053,248.39119578535684,b
447.65667419039517,245.33659095041185,b
418.6321529657743,222.52450612986235,b
447.62957249674696,238.24783453218015,b
435.9341266782409,244.92801474452085,b
459.45198827879545,258.419800299946,b
393.85039982628064,243.6185375261768,b
390.9651599488896,258.67346657737994,b
333.00643658850385,225.49916221021,b
322.0488522550844,220.97582631896756,b
307.82553932966357,180.73212255966206,b
243.78713923026237,235.13839352132993,b
261.96323947137665,237.26895680253858,b
224.49468735880683,248.9470764181727,b
231.30857585183193,251.9621742946028,b
219.67983505285304,218.6524155649459,b
200.62323598529235,243.85398279495024,b
238.78665782389928,239.17049481317048,b
200.9131482487512,248.33368233318822,b
212.6835737332454,233.36476887703947,b
161.37544640870104,239.8463143413349,b
164.12531960534247,244.1780043217026,b
154.89178728131978,181.12260476609714,b
